sample_trainset,2020-01-01T00:00:37Z,953,0
sample_trainset,2020-01-01T00:01:37Z,951,0
sample_trainset,2020-01-01T00:02:37Z,949,0
sample_trainset,2020-01-01T00:03:37Z,948,0
sample_trainset,2020-01-01T00:04:37Z,950,0
sample_trainset,2020-01-01T00:05:37Z,950,0
sample_trainset,2020-01-01T00:06:37Z,951,0
sample_trainset,2020-01-01T00:07:37Z,948,0
sample_trainset,2020-01-01T00:08:37Z,946,0
sample_trainset,2020-01-01T00:09:37Z,944,0
sample_trainset,2020-01-01T00:10:37Z,947,0
sample_trainset,2020-01-01T00:11:37Z,947,0
sample_trainset,2020-01-01T00:12:37Z,947,0
sample_trainset,2020-01-01T00:13:37Z,943,0
sample_trainset,2020-01-01T00:14:37Z,944,0
sample_trainset,2020-01-01T00:15:37Z,943,0
sample_trainset,2020-01-01T00:16:37Z,943,0
sample_trainset,2020-01-01T00:17:37Z,944,0
sample_trainset,2020-01-01T00:18:37Z,944,0
sample_trainset,2020-01-01T00:19:37Z,947,0
sample_trainset,2020-01-01T00:20:37Z,946,0
sample_trainset,2020-01-01T00:21:37Z,946,0
sample_trainset,2020-01-01T00:22:37Z,945,0
sample_trainset,2020-01-01T00:23:37Z,950,0
sample_trainset,2020-01-01T00:24:37Z,951,0
sample_trainset,2020-01-01T00:25:37Z,953,0
sample_trainset,2020-01-01T00:26:37Z,952,0
sample_trainset,2020-01-01T00:27:37Z,954,0
sample_trainset,2020-01-01T00:28:37Z,957,0
sample_trainset,2020-01-01T00:29:37Z,961,0
sample_trainset,2020-01-01T00:30:37Z,963,0
sample_trainset,2020-01-01T00:31:37Z,964,0
sample_trainset,2020-01-01T00:32:37Z,965,0
sample_trainset,2020-01-01T00:33:37Z,964,0
sample_trainset,2020-01-01T00:34:37Z,966,0
sample_trainset,2020-01-01T00:35:37Z,971,0
sample_trainset,2020-01-01T00:36:37Z,974,0
sample_trainset,2020-01-01T00:37:37Z,973,0
sample_trainset,2020-01-01T00:38:37Z,973,0
sample_trainset,2020-01-01T00:39:37Z,972,0
sample_trainset,2020-01-01T00:40:37Z,973,0
sample_trainset,2020-01-01T00:41:37Z,976,0
sample_trainset,2020-01-01T00:42:37Z,977,0
sample_trainset,2020-01-01T00:43:37Z,975,0
sample_trainset,2020-01-01T00:44:37Z,976,0
sample_trainset,2020-01-01T00:45:37Z,975,0
sample_trainset,2020-01-01T00:46:37Z,976,0
sample_trainset,2020-01-01T00:47:37Z,979,0
sample_trainset,2020-01-01T00:48:37Z,980,0
sample_trainset,2020-01-01T00:49:37Z,976,0
sample_trainset,2020-01-01T00:50:37Z,976,0
sample_trainset,2020-01-01T00:51:37Z,974,0
sample_trainset,2020-01-01T00:52:37Z,976,0
sample_trainset,2020-01-01T00:53:37Z,981,0
sample_trainset,2020-01-01T00:54:37Z,981,0
sample_trainset,2020-01-01T00:55:37Z,979,0
sample_trainset,2020-01-01T00:56:37Z,977,0
sample_trainset,2020-01-01T00:57:37Z,977,0
sample_trainset,2020-01-01T00:58:37Z,975,0
sample_trainset,2020-01-01T00:59:37Z,978,0
sample_trainset,2020-01-01T01:00:37Z,978,0
sample_trainset,2020-01-01T01:01:37Z,979,0
sample_trainset,2020-01-01T01:02:37Z,976,0
sample_trainset,2020-01-01T01:03:37Z,973,0
sample_trainset,2020-01-01T01:04:37Z,974,0
sample_trainset,2020-01-01T01:05:37Z,976,0
sample_trainset,2020-01-01T01:06:37Z,976,0
sample_trainset,2020-01-01T01:07:37Z,974,0
sample_trainset,2020-01-01T01:08:37Z,972,0
sample_trainset,2020-01-01T01:09:37Z,971,0
sample_trainset,2020-01-01T01:10:37Z,970,0
sample_trainset,2020-01-01T01:11:37Z,971,0
sample_trainset,2020-01-01T01:12:37Z,974,0
sample_trainset,2020-01-01T01:13:37Z,971,0
sample_trainset,2020-01-01T01:14:37Z,969,0
sample_trainset,2020-01-01T01:15:37Z,970,0
sample_trainset,2020-01-01T01:16:37Z,969,0
sample_trainset,2020-01-01T01:17:37Z,972,0
sample_trainset,2020-01-01T01:18:37Z,974,0
sample_trainset,2020-01-01T01:19:37Z,973,0
sample_trainset,2020-01-01T01:20:37Z,973,0
sample_trainset,2020-01-01T01:21:37Z,971,0
sample_trainset,2020-01-01T01:22:37Z,971,0
sample_trainset,2020-01-01T01:23:37Z,971,0
sample_trainset,2020-01-01T01:24:37Z,973,0
sample_trainset,2020-01-01T01:25:37Z,970,0
sample_trainset,2020-01-01T01:26:37Z,967,0
sample_trainset,2020-01-01T01:27:37Z,965,0
sample_trainset,2020-01-01T01:28:37Z,967,0
sample_trainset,2020-01-01T01:29:37Z,969,0
sample_trainset,2020-01-01T01:30:37Z,969,0
sample_trainset,2020-01-01T01:31:37Z,969,0
sample_trainset,2020-01-01T01:32:37Z,966,0
sample_trainset,2020-01-01T01:33:37Z,965,0
sample_trainset,2020-01-01T01:34:37Z,965,0
sample_trainset,2020-01-01T01:35:37Z,966,0
sample_trainset,2020-01-01T01:36:37Z,969,0
sample_trainset,2020-01-01T01:37:37Z,968,0
sample_trainset,2020-01-01T01:38:37Z,965,0
sample_trainset,2020-01-01T01:39:37Z,965,0
sample_trainset,2020-01-01T01:40:37Z,964,0
sample_trainset,2020-01-01T01:41:37Z,965,0
sample_trainset,2020-01-01T01:42:37Z,965,0
sample_trainset,2020-01-01T01:43:37Z,966,0
sample_trainset,2020-01-01T01:44:37Z,965,0
sample_trainset,2020-01-01T01:45:37Z,965,0
sample_trainset,2020-01-01T01:46:37Z,967,0
sample_trainset,2020-01-01T01:47:37Z,967,0
sample_trainset,2020-01-01T01:48:37Z,969,0
sample_trainset,2020-01-01T01:49:37Z,970,0
sample_trainset,2020-01-01T01:50:37Z,968,0
sample_trainset,2020-01-01T01:51:37Z,971,0
sample_trainset,2020-01-01T01:52:37Z,972,0
sample_trainset,2020-01-01T01:53:37Z,977,0
sample_trainset,2020-01-01T01:54:37Z,979,0
sample_trainset,2020-01-01T01:55:37Z,979,0
sample_trainset,2020-01-01T01:56:37Z,978,0
sample_trainset,2020-01-01T01:57:37Z,979,0
sample_trainset,2020-01-01T01:58:37Z,978,0
sample_trainset,2020-01-01T01:59:37Z,984,0
sample_trainset,2020-01-01T02:00:37Z,985,0
sample_trainset,2020-01-01T02:01:37Z,988,0
sample_trainset,2020-01-01T02:02:37Z,989,0
sample_trainset,2020-01-01T02:03:37Z,987,0
sample_trainset,2020-01-01T02:04:37Z,990,0
sample_trainset,2020-01-01T02:05:37Z,994,0
sample_trainset,2020-01-01T02:06:37Z,995,0
sample_trainset,2020-01-01T02:07:37Z,991,0
sample_trainset,2020-01-01T02:08:37Z,989,0
sample_trainset,2020-01-01T02:09:37Z,986,0
sample_trainset,2020-01-01T02:10:37Z,986,0
sample_trainset,2020-01-01T02:11:37Z,992,0
sample_trainset,2020-01-01T02:12:37Z,995,0
sample_trainset,2020-01-01T02:13:37Z,994,0
sample_trainset,2020-01-01T02:14:37Z,993,0
sample_trainset,2020-01-01T02:15:37Z,996,0
sample_trainset,2020-01-01T02:16:37Z,1000,0
sample_trainset,2020-01-01T02:17:37Z,1002,0
sample_trainset,2020-01-01T02:18:37Z,994,0
sample_trainset,2020-01-01T02:19:37Z,986,0
sample_trainset,2020-01-01T02:20:37Z,981,0
sample_trainset,2020-01-01T02:21:37Z,978,0
sample_trainset,2020-01-01T02:22:37Z,973,0
sample_trainset,2020-01-01T02:23:37Z,976,0
sample_trainset,2020-01-01T02:24:37Z,970,0
sample_trainset,2020-01-01T02:25:37Z,967,0
sample_trainset,2020-01-01T02:26:37Z,966,0
sample_trainset,2020-01-01T02:27:37Z,964,0
sample_trainset,2020-01-01T02:28:37Z,966,0
sample_trainset,2020-01-01T02:29:37Z,966,0
sample_trainset,2020-01-01T02:30:37Z,967,0
sample_trainset,2020-01-01T02:31:37Z,966,0
sample_trainset,2020-01-01T02:32:37Z,965,0
sample_trainset,2020-01-01T02:33:37Z,961,0
sample_trainset,2020-01-01T02:34:37Z,963,0
sample_trainset,2020-01-01T02:35:37Z,965,0
sample_trainset,2020-01-01T02:36:37Z,964,0
sample_trainset,2020-01-01T02:37:37Z,964,0
sample_trainset,2020-01-01T02:38:37Z,963,0
